Kecamatan,Tahun,Total_Populasi,Total_Warga_Rentan,Total_Bantuan_PIP,Total_Pra_Sekolah,SD,Rasio_Warga_Rentan,Status_Resiko
CIBEUNYING KIDUL,2020,112816,29628.0,2109.0,0.0,16.0,26.262232307474115,Sedang
SUMUR BANDUNG,2018,35350,7930.0,1065.0,1.0,14.0,22.432814710042432,Rendah
CIBIRU,2022,79743,20961.0,3574.0,39.0,14.0,26.28569278808171,Sedang
BOJONGLOA KIDUL,2025,91965,24868.0,772.0,28.0,13.0,27.040722013809603,Tinggi
SUKASARI,2020,80903,17618.0,1746.0,0.0,24.0,21.776695548990766,Rendah
CICENDO,2024,99615,23525.0,3549.0,39.0,27.0,23.615921296993424,Rendah
CICENDO,2016,94596,26126.0,5342.0,0.0,28.0,27.618503953655544,Tinggi
BABAKAN CIPARAY,2016,128772,35133.0,3956.0,0.0,19.0,27.28310502283105,Tinggi
BANDUNG KIDUL,2018,58421,14786.0,1421.0,1.0,10.0,25.30939217062358,Sedang
ANDIR,2021,103676,26354.0,2364.0,40.0,23.0,25.419576372545237,Sedang
CIBEUNYING KALER,2015,63799,16049.0,1611.0,0.0,10.0,25.155566701672438,Sedang
KIARACONDONG,2015,132933,33142.0,875.0,0.0,14.0,24.931356397583745,Sedang
BANDUNG KULON,2015,132757,35973.0,0.0,0.0,29.0,27.096876247580166,Tinggi
CIBEUNYING KALER,2021,69416,18651.0,1232.0,37.0,9.0,26.868445315201107,Sedang
CIBEUNYING KALER,2022,71538,17411.0,2587.0,31.0,10.0,24.338114009337694,Sedang
CICENDO,2025,102902,22251.0,4138.0,38.0,26.0,21.62348642397621,Rendah
CINAMBO,2017,24679,6988.0,1100.0,0.0,1.0,28.31557194375785,Tinggi
CINAMBO,2022,24699,6937.0,916.0,14.0,3.0,28.086157334305035,Tinggi
SUKASARI,2019,74723,18934.0,1997.0,10.0,22.0,25.338918405310277,Sedang
SUMUR BANDUNG,2018,36074,7832.0,1088.0,1.0,14.0,21.710927537838888,Rendah
MANDALAJATI,2023,71467,23727.0,2597.0,42.0,12.0,33.19993843312298,Tinggi
GEDEBAGE,2020,42265,11348.0,546.0,0.0,6.0,26.849639181355734,Sedang
SUKAJADI,2020,97992,25463.0,2068.0,0.0,22.0,25.984774267287126,Sedang
SUKASARI,2022,78665,21528.0,2293.0,32.0,20.0,27.366681497489353,Tinggi
BANDUNG KIDUL,2015,56300,15447.0,1861.0,0.0,10.0,27.436944937833037,Tinggi
CICENDO,2024,97107,23931.0,3971.0,46.0,25.0,24.643949457814575,Sedang
ARCAMANIK,2015,68353,17307.0,3188.0,0.0,13.0,25.32002984506898,Sedang
SUKASARI,2015,74483,17423.0,1798.0,0.0,19.0,23.391914933609012,Rendah
BANDUNG WETAN,2025,28878,6585.0,598.0,24.0,17.0,22.802825680448784,Rendah
SUKASARI,2018,73599,18437.0,1837.0,4.0,21.0,25.05061210070789,Sedang
CIBIRU,2025,76274,23425.0,799.0,54.0,15.0,30.711644859322966,Tinggi
CIBIRU,2017,71603,20736.0,2558.0,0.0,13.0,28.959680460315905,Tinggi
ANTAPANI,2018,80038,19125.0,1999.0,0.0,13.0,23.894899922536794,Rendah
CIBEUNYING KIDUL,2025,112764,29620.0,3341.0,61.0,17.0,26.267248412613952,Sedang
ARCAMANIK,2023,78124,19464.0,2944.0,57.0,21.0,24.91423890225795,Sedang
SUKASARI,2021,77000,19867.0,1870.0,41.0,23.0,25.801298701298702,Sedang
RANCASARI,2017,79519,20119.0,1586.0,0.0,7.0,25.300871489832616,Sedang
BOJONGLOA KALER,2017,125510,35436.0,1352.0,0.0,11.0,28.23360688391363,Tinggi
BANDUNG KULON,2018,131493,40969.0,936.0,10.0,26.0,31.15679161628376,Tinggi
GEDEBAGE,2023,43062,12411.0,827.0,33.0,8.0,28.821234499094327,Tinggi
BOJONGLOA KIDUL,2021,88667,26752.0,1070.0,27.0,13.0,30.17131514543178,Tinggi
GEDEBAGE,2018,39044,12208.0,996.0,3.0,6.0,31.267288187685686,Tinggi
SUMUR BANDUNG,2016,33434,7092.0,1401.0,0.0,13.0,21.211939941377043,Rendah
SUKASARI,2018,78326,19975.0,1694.0,3.0,23.0,25.50238745754922,Sedang
KIARACONDONG,2021,126153,38216.0,2424.0,55.0,15.0,30.293373918971405,Tinggi
RANCASARI,2024,90829,23320.0,591.0,43.0,9.0,25.674619339638223,Sedang
CIBIRU,2022,74922,23228.0,3669.0,42.0,14.0,31.00290969274712,Tinggi
ANTAPANI,2023,79788,19960.0,1549.0,48.0,16.0,25.016293176918836,Sedang
CIBIRU,2021,74917,20835.0,1495.0,48.0,15.0,27.810777260167917,Tinggi
CIBEUNYING KIDUL,2016,112358,32306.0,852.0,0.0,16.0,28.75273678776767,Tinggi
BABAKAN CIPARAY,2017,129935,35917.0,3838.0,0.0,17.0,27.64228267980144,Tinggi
CIDADAP,2015,49959,14228.0,455.0,0.0,14.0,28.479353069517003,Tinggi
ARCAMANIK,2019,73444,20151.0,2609.0,13.0,18.0,27.437231087631393,Tinggi
UJUNG BERUNG,2016,77228,25045.0,1732.0,0.0,5.0,32.429947687367275,Tinggi
LENGKONG,2019,70512,17024.0,1978.0,10.0,23.0,24.143408214204676,Sedang
KIARACONDONG,2023,134872,37764.0,1645.0,47.0,16.0,27.999881369001724,Tinggi
BABAKAN CIPARAY,2021,135642,43638.0,4018.0,42.0,18.0,32.17145132038749,Tinggi
PANYILEUKAN,2022,40777,10441.0,717.0,22.0,9.0,25.605120533634157,Sedang
LENGKONG,2019,73659,16292.0,2058.0,10.0,21.0,22.11813899184078,Rendah
RANCASARI,2021,87857,21201.0,1031.0,36.0,8.0,24.13125875001423,Sedang
CIDADAP,2022,52529,15368.0,2535.0,30.0,14.0,29.25622037350797,Tinggi
CIDADAP,2019,51062,13840.0,1103.0,10.0,15.0,27.10430457091379,Tinggi
GEDEBAGE,2022,43246,12890.0,1635.0,25.0,6.0,29.80622485316561,Tinggi
MANDALAJATI,2015,65047,17834.0,1612.0,0.0,12.0,27.417098405768137,Tinggi
MANDALAJATI,2024,76557,24254.0,1163.0,41.0,12.0,31.680969734968716,Tinggi
REGOL,2020,83538,20558.0,2104.0,0.0,20.0,24.60915990327755,Sedang
CIBIRU,2016,65662,18239.0,2745.0,0.0,13.0,27.777100910724624,Tinggi
SUMUR BANDUNG,2022,36908,9901.0,2062.0,12.0,14.0,26.8261623496261,Sedang
CICENDO,2017,93649,24693.0,4319.0,0.0,27.0,26.367606701619877,Sedang
BATUNUNGGAL,2017,117170,31832.0,1144.0,0.0,15.0,27.167363659639836,Tinggi
REGOL,2021,82397,21567.0,1915.0,47.0,22.0,26.174496644295303,Sedang
BOJONGLOA KIDUL,2019,87610,25985.0,1021.0,7.0,14.0,29.65985618080128,Tinggi
LENGKONG,2017,67198,16263.0,2251.0,0.0,24.0,24.20161314324831,Sedang
BUAHBATU,2018,100190,26262.0,3401.0,6.0,13.0,26.212196826030542,Sedang
REGOL,2021,81217,20119.0,1918.0,41.0,20.0,24.771907359296698,Sedang
BANDUNG KIDUL,2017,58405,14621.0,1693.0,0.0,10.0,25.033815597979626,Sedang
UJUNG BERUNG,2025,96043,25808.0,1945.0,51.0,10.0,26.871297231448416,Sedang
RANCASARI,2016,81777,22767.0,1667.0,0.0,6.0,27.84034630764151,Tinggi
MANDALAJATI,2025,80345,22559.0,1061.0,41.0,12.0,28.077665069388264,Tinggi
COBLONG,2025,120174,29881.0,3154.0,64.0,23.0,24.864779403198696,Sedang
ARCAMANIK,2022,76493,19537.0,3127.0,46.0,18.0,25.540899167244064,Sedang
REGOL,2025,83091,18938.0,1415.0,49.0,22.0,22.791878783502426,Rendah
SUMUR BANDUNG,2025,42191,10055.0,513.0,20.0,14.0,23.832096892702236,Rendah
PANYILEUKAN,2020,39214,10514.0,522.0,0.0,8.0,26.811852909675117,Sedang
ASTANAANYAR,2025,76137,17098.0,1127.0,23.0,16.0,22.456886927512247,Rendah
ANDIR,2021,97045,27512.0,2503.0,37.0,24.0,28.349734659178733,Tinggi
BANDUNG KULON,2018,138127,37896.0,1020.0,8.0,25.0,27.43562084168917,Tinggi
BANDUNG KIDUL,2025,64719,14693.0,846.0,25.0,10.0,22.70276116750877,Rendah
SUMUR BANDUNG,2021,36811,8816.0,611.0,20.0,14.0,23.949362962158048,Rendah
BANDUNG KULON,2020,131367,36840.0,2139.0,0.0,27.0,28.043572586722693,Tinggi
ASTANAANYAR,2024,73472,17146.0,1112.0,21.0,16.0,23.336781358885016,Rendah
BABAKAN CIPARAY,2025,144129,39991.0,2891.0,48.0,19.0,27.746671384662353,Tinggi
BATUNUNGGAL,2015,119411,32515.0,647.0,0.0,16.0,27.229484720838116,Tinggi
PANYILEUKAN,2019,40713,11225.0,614.0,8.0,8.0,27.57104610321028,Tinggi
CIDADAP,2024,55697,15524.0,1911.0,29.0,16.0,27.872237283875258,Tinggi
UJUNG BERUNG,2021,91689,25470.0,1403.0,64.0,7.0,27.778686647253213,Tinggi
ANTAPANI,2019,78061,20340.0,2198.0,6.0,14.0,26.056545522091696,Sedang
CICENDO,2021,94198,23766.0,5037.0,42.0,24.0,25.22983502834455,Sedang
ARCAMANIK,2015,70344,18649.0,3182.0,0.0,13.0,26.51114522915956,Sedang
CINAMBO,2017,24695,6720.0,1078.0,0.0,1.0,27.211986232030778,Tinggi
SUMUR BANDUNG,2015,32302,6397.0,1469.0,0.0,14.0,19.803727323385548,Rendah
CIBEUNYING KIDUL,2024,112049,30560.0,3492.0,63.0,15.0,27.273782006086623,Tinggi
MANDALAJATI,2024,75317,22571.0,1027.0,43.0,13.0,29.968001911918957,Tinggi
CIBEUNYING KIDUL,2019,111486,28293.0,1890.0,16.0,16.0,25.378074377051828,Sedang
BATUNUNGGAL,2016,122441,31250.0,855.0,0.0,17.0,25.522496549358465,Sedang
BABAKAN CIPARAY,2022,150603,38215.0,1434.0,42.0,18.0,25.37466053133072,Sedang
RANCASARI,2021,86398,21726.0,952.0,43.0,9.0,25.146415426283014,Sedang
CICENDO,2022,97027,23241.0,3145.0,32.0,25.0,23.953126449338843,Rendah
ANDIR,2017,96952,26383.0,3454.0,0.0,21.0,27.21243501939104,Tinggi
BANDUNG KIDUL,2023,59134,15599.0,1006.0,26.0,9.0,26.3790712618798,Sedang
ARCAMANIK,2025,87265,22214.0,1196.0,62.0,20.0,25.455795565232336,Sedang
UJUNG BERUNG,2021,92504,27817.0,1371.0,63.0,7.0,30.0711320591542,Tinggi
ANTAPANI,2020,79226,18371.0,1397.0,0.0,12.0,23.18809481735794,Rendah
BANDUNG KULON,2017,130445,38665.0,610.0,2.0,30.0,29.64084480049063,Tinggi
BANDUNG KULON,2025,139369,42008.0,4336.0,44.0,25.0,30.141566632464894,Tinggi
CIBEUNYING KIDUL,2023,110999,28763.0,2982.0,61.0,14.0,25.91284606167623,Sedang
UJUNG BERUNG,2017,85488,22714.0,1788.0,0.0,5.0,26.569810967621187,Sedang
COBLONG,2025,112504,28845.0,3252.0,58.0,20.0,25.639088387968428,Sedang
ANDIR,2021,99393,26047.0,2221.0,43.0,25.0,26.206070850059866,Sedang
BANDUNG KULON,2024,133831,43328.0,3940.0,50.0,29.0,32.375159716358695,Tinggi
BOJONGLOA KALER,2020,125937,35330.0,1255.0,0.0,13.0,28.053709394379727,Tinggi
MANDALAJATI,2025,79770,24458.0,1139.0,43.0,12.0,30.660649366929928,Tinggi
SUMUR BANDUNG,2015,32548,7013.0,1293.0,0.0,14.0,21.54663881037237,Rendah
BATUNUNGGAL,2016,121852,29593.0,846.0,0.0,14.0,24.286019105143943,Sedang
SUKAJADI,2023,100990,27299.0,3784.0,37.0,20.0,27.031389246460048,Tinggi
BATUNUNGGAL,2025,118181,32132.0,2445.0,45.0,14.0,27.188803614794253,Tinggi
LENGKONG,2022,71554,17572.0,2042.0,31.0,23.0,24.55767671968024,Sedang
BANDUNG WETAN,2020,28471,6562.0,758.0,0.0,17.0,23.04801376839591,Rendah
SUMUR BANDUNG,2018,34509,7488.0,1230.0,1.0,14.0,21.69868729896549,Rendah
GEDEBAGE,2021,39237,12649.0,577.0,27.0,7.0,32.23742895736167,Tinggi
ANTAPANI,2020,77534,17932.0,1518.0,0.0,13.0,23.12791807465112,Rendah
SUKAJADI,2017,98342,27526.0,2113.0,0.0,25.0,27.9900754509772,Tinggi
UJUNG BERUNG,2018,82724,24425.0,1798.0,6.0,6.0,29.525893332043907,Tinggi
MANDALAJATI,2018,70642,20765.0,1746.0,5.0,15.0,29.394694374451458,Tinggi
CIBEUNYING KALER,2023,71399,16809.0,2199.0,42.0,11.0,23.542346531464027,Rendah
SUKASARI,2023,81270,19823.0,1946.0,48.0,21.0,24.391534391534393,Sedang
BANDUNG WETAN,2023,30293,6865.0,1329.0,24.0,16.0,22.662001122371507,Rendah
ANTAPANI,2019,75170,18731.0,1995.0,8.0,15.0,24.91818544632167,Sedang
SUKASARI,2017,77771,18265.0,1680.0,0.0,23.0,23.48561803242854,Rendah
COBLONG,2017,111602,27101.0,3755.0,0.0,19.0,24.28361498897869,Sedang
RANCASARI,2023,88016,23824.0,2302.0,43.0,9.0,27.067805853481186,Tinggi
CINAMBO,2023,26164,6808.0,338.0,16.0,1.0,26.020486164195077,Sedang
BANDUNG KULON,2021,135848,40491.0,2097.0,52.0,25.0,29.806106825275307,Tinggi
COBLONG,2015,108954,29843.0,3207.0,0.0,21.0,27.390458358573344,Tinggi
COBLONG,2024,113276,30147.0,3180.0,65.0,20.0,26.61375754793601,Sedang
BANDUNG KULON,2017,123591,39441.0,532.0,1.0,26.0,31.912517901788966,Tinggi
ARCAMANIK,2016,71839,17559.0,3051.0,0.0,15.0,24.44215537521402,Sedang
CICENDO,2015,89753,25086.0,5320.0,0.0,27.0,27.950040667164327,Tinggi
ARCAMANIK,2017,71910,19063.0,3255.0,0.0,15.0,26.50952579613406,Sedang
CIBEUNYING KIDUL,2020,111496,30232.0,2010.0,0.0,14.0,27.114874076200042,Tinggi
CIBEUNYING KIDUL,2023,111977,28952.0,2943.0,55.0,14.0,25.855309572501493,Sedang
KIARACONDONG,2024,139059,37209.0,2830.0,55.0,18.0,26.7577071602701,Sedang
COBLONG,2022,116534,29924.0,6445.0,56.0,22.0,25.678342801242554,Sedang
BOJONGLOA KIDUL,2019,82682,23513.0,1095.0,6.0,15.0,28.437870395007376,Tinggi
BANDUNG WETAN,2020,29061,6851.0,919.0,0.0,17.0,23.574550084305425,Rendah
BANDUNG KIDUL,2025,63096,14339.0,837.0,29.0,9.0,22.725687840750602,Rendah
RANCASARI,2023,86068,24102.0,2015.0,45.0,8.0,28.00343914114421,Tinggi
BOJONGLOA KIDUL,2023,89283,27208.0,3588.0,26.0,13.0,30.47388640614675,Tinggi
ASTANAANYAR,2025,75869,18018.0,1176.0,20.0,16.0,23.74883022051167,Rendah
BANDUNG KULON,2025,137843,38718.0,4380.0,49.0,27.0,28.088477470745705,Tinggi
GEDEBAGE,2017,37313,11235.0,1001.0,0.0,6.0,30.110149277731622,Tinggi
ANTAPANI,2020,81960,17931.0,1482.0,0.0,13.0,21.87774524158126,Rendah
CICENDO,2022,94179,24866.0,2744.0,31.0,27.0,26.402913600696547,Sedang
ANDIR,2021,98682,26232.0,2360.0,38.0,25.0,26.582355444761962,Sedang
CICENDO,2016,90309,23916.0,4707.0,0.0,26.0,26.48241039099093,Sedang
CIBEUNYING KALER,2016,66522,16256.0,1421.0,0.0,9.0,24.437028351522805,Sedang
KIARACONDONG,2016,133198,34257.0,1114.0,0.0,15.0,25.718854637457017,Sedang
ARCAMANIK,2017,75447,18128.0,3349.0,0.0,14.0,24.02746298726258,Sedang
CICENDO,2022,94653,25376.0,2980.0,35.0,24.0,26.809504188985027,Sedang
SUKAJADI,2020,99288,27414.0,2035.0,0.0,21.0,27.610587382160983,Tinggi
REGOL,2019,77556,21287.0,2249.0,10.0,23.0,27.44726391252772,Tinggi
LENGKONG,2023,72952,18351.0,1784.0,43.0,23.0,25.154896370216033,Sedang
REGOL,2019,78460,21378.0,2147.0,10.0,22.0,27.24700484323222,Tinggi
ARCAMANIK,2024,81638,22671.0,988.0,57.0,22.0,27.77015605477841,Tinggi
ANDIR,2019,95856,27935.0,3032.0,12.0,22.0,29.142672341846104,Tinggi
RANCASARI,2023,88929,22840.0,2127.0,48.0,8.0,25.683410361074564,Sedang
MANDALAJATI,2015,66206,16797.0,1758.0,0.0,12.0,25.37081231308341,Sedang
BABAKAN CIPARAY,2021,143345,41680.0,4125.0,52.0,17.0,29.076703059053333,Tinggi
REGOL,2025,79435,19205.0,1407.0,39.0,21.0,24.177000062944547,Sedang
ANDIR,2018,97210,27915.0,3160.0,4.0,21.0,28.716181462812468,Tinggi
SUMUR BANDUNG,2018,34888,8099.0,1238.0,1.0,12.0,23.214285714285715,Rendah
ARCAMANIK,2017,74352,19757.0,3168.0,0.0,17.0,26.572250914568542,Sedang
SUKAJADI,2018,97111,27666.0,2232.0,1.0,22.0,28.4890486144721,Tinggi
MANDALAJATI,2022,73606,23150.0,2449.0,34.0,12.0,31.451240388011847,Tinggi
SUKAJADI,2021,103645,28124.0,1998.0,30.0,23.0,27.13493173814463,Tinggi
ANTAPANI,2018,80784,19192.0,2196.0,0.0,13.0,23.75717963953258,Rendah
CINAMBO,2019,23706,6829.0,909.0,3.0,2.0,28.807053066734163,Tinggi
RANCASARI,2018,78604,21942.0,1412.0,5.0,8.0,27.914609943514325,Tinggi
KIARACONDONG,2017,134397,35950.0,1352.0,0.0,14.0,26.74910898308742,Sedang
CIBEUNYING KIDUL,2021,111067,30277.0,1792.0,55.0,16.0,27.26012226854061,Tinggi
BATUNUNGGAL,2022,123261,32804.0,1460.0,36.0,16.0,26.613446264430763,Sedang
ANTAPANI,2016,75731,19796.0,2308.0,0.0,12.0,26.13988987336758,Sedang
BANDUNG KULON,2023,136995,42537.0,3426.0,58.0,25.0,31.050038322566515,Tinggi
CIBEUNYING KALER,2018,69448,18037.0,1604.0,8.0,9.0,25.97195023614791,Sedang
COBLONG,2024,116879,26136.0,3223.0,61.0,22.0,22.361587624808564,Rendah
CIBIRU,2015,67111,19459.0,2903.0,0.0,13.0,28.99524668087199,Tinggi
KIARACONDONG,2025,129960,32916.0,2850.0,48.0,18.0,25.32779316712835,Sedang
PANYILEUKAN,2020,38926,10245.0,621.0,0.0,7.0,26.319169706622823,Sedang
MANDALAJATI,2015,66520,19107.0,1621.0,0.0,14.0,28.723692122669874,Tinggi
ASTANAANYAR,2018,73152,20898.0,2702.0,4.0,16.0,28.56791338582677,Tinggi
SUKAJADI,2021,98854,27968.0,2196.0,27.0,21.0,28.29222894369474,Tinggi
SUKASARI,2018,78274,20247.0,1820.0,4.0,21.0,25.86682678795002,Sedang
BANDUNG WETAN,2025,29008,7086.0,502.0,25.0,16.0,24.42774407060121,Sedang
SUMUR BANDUNG,2016,34958,6735.0,1451.0,0.0,14.0,19.265976314434464,Rendah
UJUNG BERUNG,2021,89255,24280.0,1654.0,58.0,7.0,27.202957817489214,Tinggi
CIBIRU,2015,66195,18146.0,2677.0,0.0,13.0,27.412946597175015,Tinggi
COBLONG,2019,111802,30710.0,3456.0,17.0,21.0,27.468202715514927,Tinggi
ARCAMANIK,2019,72987,17919.0,2728.0,14.0,16.0,24.550947428994206,Sedang
ASTANAANYAR,2022,73042,18844.0,1518.0,22.0,17.0,25.798855453027024,Sedang
SUKASARI,2018,80736,18546.0,1850.0,4.0,20.0,22.97116527942925,Rendah
UJUNG BERUNG,2021,90268,25676.0,1651.0,52.0,8.0,28.44418841671467,Tinggi
CICENDO,2017,95214,24430.0,4495.0,0.0,28.0,25.65799147184238,Sedang
BABAKAN CIPARAY,2015,129451,35034.0,3857.0,0.0,19.0,27.06352210488911,Tinggi
LENGKONG,2024,68400,17967.0,1106.0,37.0,21.0,26.267543859649123,Sedang
BOJONGLOA KIDUL,2020,83319,24018.0,900.0,0.0,13.0,28.826558168004894,Tinggi
CIBEUNYING KIDUL,2015,104667,30667.0,484.0,0.0,14.0,29.299588217871918,Tinggi
COBLONG,2016,116980,32237.0,3659.0,0.0,21.0,27.557702171311337,Tinggi
ANDIR,2018,99983,26403.0,3033.0,5.0,24.0,26.407489273176438,Sedang
ARCAMANIK,2015,67727,17871.0,3793.0,0.0,16.0,26.386817665037576,Sedang
CICENDO,2023,94163,23949.0,4034.0,40.0,29.0,25.43355670486284,Sedang
CINAMBO,2024,25167,6884.0,161.0,21.0,1.0,27.353280089005445,Tinggi
CIBIRU,2022,76032,21623.0,3669.0,37.0,15.0,28.43934132996633,Tinggi
BANDUNG KULON,2022,137339,43575.0,3435.0,39.0,27.0,31.72805976452428,Tinggi
CICENDO,2020,96998,23476.0,5076.0,0.0,25.0,24.202560877543867,Sedang
BABAKAN CIPARAY,2017,135682,36466.0,3532.0,0.0,18.0,26.87607788800283,Sedang
PANYILEUKAN,2016,36341,10147.0,598.0,0.0,8.0,27.92163121543161,Tinggi
SUKAJADI,2020,105437,25069.0,2183.0,0.0,24.0,23.776283467852842,Rendah
PANYILEUKAN,2022,40969,11185.0,716.0,19.0,8.0,27.301130122775756,Tinggi
SUMUR BANDUNG,2018,33874,7614.0,1284.0,1.0,13.0,22.477416307492472,Rendah
MANDALAJATI,2022,76580,23228.0,2375.0,29.0,13.0,30.331679289631758,Tinggi
BUAHBATU,2020,97367,24337.0,2144.0,0.0,13.0,24.995121550422628,Sedang
ASTANAANYAR,2016,70319,18538.0,3499.0,0.0,15.0,26.36271846869267,Sedang
BANDUNG KULON,2024,141236,38758.0,3887.0,56.0,27.0,27.442011951627066,Tinggi
BUAHBATU,2025,104011,28697.0,665.0,43.0,12.0,27.590351020565134,Tinggi
PANYILEUKAN,2024,43679,11514.0,596.0,30.0,9.0,26.360493601043977,Sedang
BUAHBATU,2019,100497,25770.0,2930.0,14.0,14.0,25.642556494223705,Sedang
ANTAPANI,2018,75414,19005.0,1954.0,0.0,15.0,25.200891081231603,Sedang
UJUNG BERUNG,2021,89582,25517.0,1454.0,49.0,8.0,28.48451697885736,Tinggi
BOJONGLOA KALER,2019,121269,33509.0,1167.0,9.0,11.0,27.63195870337844,Tinggi
MANDALAJATI,2021,70955,23129.0,1253.0,38.0,13.0,32.59671622859559,Tinggi
MANDALAJATI,2024,76333,21374.0,1160.0,33.0,13.0,28.000995637535535,Tinggi
SUKASARI,2024,75834,20345.0,1657.0,47.0,22.0,26.828335575071865,Sedang
CIBEUNYING KALER,2018,70553,16661.0,1561.0,8.0,10.0,23.614871089819,Rendah
CINAMBO,2015,22527,6019.0,1384.0,0.0,1.0,26.719048253207262,Sedang
BANDUNG KIDUL,2023,64777,16443.0,1056.0,31.0,10.0,25.384009756549393,Sedang
CIBIRU,2020,72394,19795.0,1393.0,0.0,13.0,27.343426250794266,Tinggi
CIBEUNYING KALER,2019,69656,16922.0,1674.0,10.0,10.0,24.293671758355345,Sedang
PANYILEUKAN,2018,39956,10065.0,653.0,3.0,7.0,25.190209230153172,Sedang
BUAHBATU,2018,94035,24177.0,3402.0,5.0,13.0,25.710639655447437,Sedang
CIBEUNYING KALER,2021,74043,17465.0,1261.0,31.0,9.0,23.587645017084665,Rendah
BANDUNG KULON,2024,142834,43786.0,3772.0,52.0,24.0,30.65516613691418,Tinggi
PANYILEUKAN,2021,41989,10690.0,605.0,24.0,8.0,25.459048798494845,Sedang
ANTAPANI,2025,83372,22273.0,1057.0,54.0,14.0,26.715204145276594,Sedang
BOJONGLOA KALER,2019,126554,34580.0,1227.0,8.0,12.0,27.32430424956935,Tinggi
ANTAPANI,2025,81798,22274.0,995.0,44.0,17.0,27.230494633120617,Tinggi
UJUNG BERUNG,2023,96557,27505.0,1614.0,62.0,10.0,28.48576488499021,Tinggi
ARCAMANIK,2025,85871,19908.0,1099.0,61.0,19.0,23.183612628244692,Rendah
BATUNUNGGAL,2020,117692,27742.0,1906.0,0.0,17.0,23.571695612276113,Rendah
CICENDO,2021,99868,23741.0,4589.0,45.0,26.0,23.772379540994113,Rendah
REGOL,2018,82492,19600.0,2363.0,4.0,23.0,23.759879745914755,Rendah
ANDIR,2018,96463,28064.0,3316.0,5.0,25.0,29.093020121704694,Tinggi
REGOL,2017,79480,20073.0,2759.0,0.0,23.0,25.255410166079518,Sedang
CIBEUNYING KALER,2019,66809,17314.0,1411.0,11.0,9.0,25.915670044455087,Sedang
SUKASARI,2018,77703,20358.0,1830.0,5.0,23.0,26.199760627002817,Sedang
BOJONGLOA KALER,2024,129854,36366.0,1086.0,37.0,12.0,28.00529825804365,Tinggi
SUKAJADI,2015,97966,24435.0,1554.0,0.0,22.0,24.94232692975114,Sedang
BANDUNG KIDUL,2025,64819,15052.0,751.0,31.0,10.0,23.221586263287,Rendah
CICENDO,2024,101029,25046.0,3496.0,36.0,26.0,24.790901622306468,Sedang
CICENDO,2018,93714,23305.0,4818.0,4.0,29.0,24.868216061634335,Sedang
BABAKAN CIPARAY,2025,155514,39442.0,2976.0,44.0,20.0,25.362346798358992,Sedang
LENGKONG,2019,73066,15807.0,2305.0,10.0,23.0,21.633865272493363,Rendah
BANDUNG KIDUL,2021,60519,15801.0,1160.0,32.0,9.0,26.10915580231002,Sedang
LENGKONG,2025,70671,16925.0,1048.0,35.0,23.0,23.94900312716673,Rendah
KIARACONDONG,2020,127389,32814.0,2174.0,0.0,16.0,25.75889598002967,Sedang
SUKASARI,2025,78117,21288.0,1752.0,46.0,24.0,27.25143054648796,Tinggi
ANTAPANI,2016,75324,18059.0,2482.0,0.0,12.0,23.975094259465774,Rendah
BANDUNG KIDUL,2019,59528,16248.0,1532.0,5.0,9.0,27.294718451820994,Tinggi
UJUNG BERUNG,2022,86760,26661.0,3311.0,54.0,7.0,30.72959889349931,Tinggi
CIBIRU,2016,68400,17922.0,2657.0,0.0,13.0,26.201754385964914,Sedang
REGOL,2018,79981,19936.0,2399.0,3.0,21.0,24.92591990597767,Sedang
CIBEUNYING KIDUL,2016,111033,28153.0,801.0,0.0,14.0,25.355524934028622,Sedang
CINAMBO,2016,24459,7064.0,1047.0,0.0,1.0,28.8809845046813,Tinggi
BANDUNG KULON,2025,141771,38266.0,3746.0,46.0,25.0,26.991415733824265,Sedang
SUKASARI,2024,79580,18955.0,1795.0,49.0,20.0,23.81879869313898,Rendah
RANCASARI,2019,80113,23234.0,1282.0,13.0,7.0,29.001535331344474,Tinggi
ASTANAANYAR,2021,70303,18872.0,2334.0,24.0,17.0,26.84380467405374,Sedang
ANDIR,2018,93951,27329.0,3293.0,5.0,24.0,29.08856744473183,Tinggi
UJUNG BERUNG,2019,83896,26232.0,1816.0,14.0,6.0,31.267283303137216,Tinggi
BANDUNG KIDUL,2020,62316,15848.0,1079.0,0.0,9.0,25.431670838949866,Sedang
BOJONGLOA KALER,2019,126381,33031.0,1249.0,8.0,12.0,26.13604893140583,Sedang
BANDUNG KIDUL,2025,64435,16337.0,810.0,27.0,9.0,25.354232947932026,Sedang
SUKAJADI,2022,101802,28416.0,3638.0,24.0,19.0,27.91300760299405,Tinggi
MANDALAJATI,2019,73860,20873.0,1731.0,10.0,13.0,28.260222041700516,Tinggi
BUAHBATU,2024,106446,30591.0,597.0,48.0,14.0,28.738515303534186,Tinggi
GEDEBAGE,2023,44010,12380.0,847.0,32.0,8.0,28.129970461258807,Tinggi
SUKASARI,2025,82900,20278.0,1748.0,40.0,21.0,24.460796139927623,Sedang
REGOL,2021,80759,18645.0,2214.0,42.0,20.0,23.087210094230983,Rendah
BOJONGLOA KIDUL,2022,89091,26775.0,506.0,27.0,12.0,30.0535407616931,Tinggi
ASTANAANYAR,2017,75885,18580.0,3342.0,1.0,17.0,24.484417210252353,Sedang
BANDUNG WETAN,2019,29914,7175.0,1011.0,5.0,15.0,23.985424884669385,Rendah
